-6.874701324205895192e-01 2.734794178893456551e-01
7.893626083256959802e+00 3.319104175004390922e-01
1.287663643658539847e+01 -1.696050822497542077e-01
1.163087675585031455e+01 -2.498513419285484372e-01
-2.225751007353604649e+00 1.529642105474143365e+00
6.409552432439407088e-01 6.292606505446256548e+00
9.156125747964486195e+00 -3.950757663933317509e-01
1.124744679883424858e+01 1.306386802303651562e+00
-2.168351118933903088e+00 1.109224414999006481e+00
9.990888722866309024e+00 3.618994009906455200e-02
-2.119340627386958609e+00 1.230473063802649314e+00
7.192876273951132049e+00 -7.833361559184521816e-01
4.596403775604778197e+00 -3.556084586269886216e+00
1.106506305861987549e+01 1.886756444268866462e+00
3.035077911462797484e+00 3.789297550380447355e+00
9.154621795280577956e+00 -1.252094521344000899e+00
2.114806315273774384e+00 -8.921242424587580988e-01
1.187584072168698235e+01 3.315363012026564693e+00
3.337449151152443783e+00 9.839805575543040916e+00
-9.297564623742314849e-01 3.544076379437515634e+00
1.122134815372811723e+01 -4.059397566873169438e+00
3.226215011618588591e+00 6.874876779483242828e+00
1.008363530907604222e+01 -3.605577992903354900e-01
3.624464839640410663e+00 1.038017063269372464e+01
2.467633314783941323e+00 2.830337771622622345e+00
1.073303350078699303e+01 1.008260990200357865e+00
2.058158985321461909e+00 1.138717997463740339e+01
5.811126759887111248e+00 8.736460239570101649e+00
-9.581716056502194157e-01 1.521524409311306503e+00
7.015632566615726873e+00 2.020835276516411483e+00
-3.268976791578173668e-01 9.600110404022736965e-01
1.670336013460189006e+00 5.744043690269812208e-01
3.208782801278540209e+00 1.167026804462723000e+00
-2.885834027436620985e+00 7.560517587078903645e+00
8.307456334868582815e+00 5.591385618719002082e+00
-5.009664584180217872e-01 -5.156401232155088943e-01
1.184941183264457853e+00 1.769476677641084406e+00
9.719217035637337077e+00 1.717557182796102033e+00
7.168443065017507720e+00 2.475105303985828620e+00
1.087440791496221593e+01 5.523246862086041986e-01
1.804507379305344106e+00 4.078176008679196052e+00
1.383702230736993721e+00 -5.035417202511071055e-01
3.844926562879789067e+00 7.147643312344468924e+00
8.187901257312663716e+00 -6.660785802306812720e+00
1.677050877750028146e+00 1.245658021890167433e+01
7.232904992547438461e+00 -1.232047456919564965e+00
1.318520200648503327e+01 -1.319851685783039130e+00
1.007123964373307246e+01 2.760406716516297654e-01
2.314864472380379290e+00 1.051928526617888160e+01
-1.081754651918522603e+00 -9.100516882819656983e-01
5.588554604508255252e+00 9.095878447341100070e+00
2.620065518510828806e+00 -6.095243586092834454e-01
