-1.000000000000000000e+01 4.495406013054247296e+02
-9.933110367892975745e+00 7.574962784496592576e+02
-9.866220735785953266e+00 9.492438285952409842e+02
-9.799331103678929011e+00 1.096930466897883889e+03
-9.732441471571906533e+00 7.072968525265996504e+02
-9.665551839464882278e+00 6.504241995719378338e+02
-9.598662207357859799e+00 1.390104056542030321e+03
-9.531772575250835544e+00 8.227455740033259417e+02
-9.464882943143813065e+00 4.660818799370785541e+02
-9.397993311036788810e+00 1.324530025939156531e+03
-9.331103678929766332e+00 9.341793894445230535e+02
-9.264214046822742077e+00 1.014001637144395318e+03
-9.197324414715719598e+00 9.028562155734116459e+02
-9.130434782608695343e+00 8.524312862175908094e+02
-9.063545150501672865e+00 9.684081118189111521e+02
-8.996655518394648610e+00 6.103961840917260133e+02
-8.929765886287626131e+00 1.074108041320821030e+03
-8.862876254180601876e+00 6.578236433746867533e+02
-8.795986622073577621e+00 4.870547145576244930e+02
-8.729096989966555142e+00 7.984177307336898366e+02
-8.662207357859532664e+00 6.998443076287029498e+02
-8.595317725752508409e+00 1.015961214116530755e+03
-8.528428093645484154e+00 3.759534643634377176e+02
-8.461538461538461675e+00 5.299076066969726071e+02
-8.394648829431437420e+00 8.191877616902188493e+02
-8.327759197324414941e+00 7.959329813576171091e+02
-8.260869565217390686e+00 7.679136832669712476e+02
-8.193979933110368208e+00 4.877852804628548711e+02
-8.127090301003343953e+00 4.837907656586129974e+02
-8.060200668896321474e+00 8.494643078516553487e+02
-7.993311036789297219e+00 8.715579365552905529e+02
-7.926421404682274741e+00 1.005609381100395467e+03
-7.859531772575250486e+00 7.301421108694761415e+02
-7.792642140468228007e+00 2.613022749332306489e+02
-7.725752508361203752e+00 4.568151862299516779e+02
-7.658862876254180385e+00 5.714004609977459950e+02
-7.591973244147157018e+00 7.385803915773183235e+02
-7.525083612040133652e+00 3.557046672292339053e+02
-7.458193979933110285e+00 5.477531458814669350e+02
-7.391304347826086918e+00 2.859231726116994992e+02
-7.324414715719063551e+00 4.561848181453590314e+02
-7.257525083612040184e+00 3.460930388688093444e+02
-7.190635451505016817e+00 5.204354688761679881e+02
-7.123745819397993451e+00 3.250654402102196627e+01
-7.056856187290970084e+00 2.472997710673848246e+02
-6.989966555183945829e+00 5.349116597912122870e+02
-6.923076923076923350e+00 4.231680660921596768e+02
-6.856187290969899095e+00 1.785319843614470301e+02
-6.789297658862876617e+00 4.295131303992881726e+02
-6.722408026755852362e+00 4.153641109337692114e+02
-6.655518394648829883e+00 4.072090973237565663e+02
-6.588628762541805628e+00 4.135838170059008689e+02
-6.521739130434783149e+00 5.593005715755848541e+02
